ID,date,username,verdict
10148062230,2012-10-15,Ланкина Юлия Николаевна,Разрешение семейной тайны
12362766650,2019-12-28,Алембекова Карина Николаевна,Победа над проклятием семьи
7468997109,2015-10-17,Пащарина Алиса Михайловна,Победа в соревновании
12089927090,2012-06-24,Бугаков Виталий Сергеевич,Признание правды
13532799037,2011-11-23,Минникаев Станислав Юриевич,Победа над злом
12095589889,2009-12-13,Бутлицкий Аркадий Михаилович,Успех в учебе
14814216146,2007-09-26,Гиверенков Дмитрий Леонидович,Новая работа
10111480973,2000-05-20,Вышенков Артур Романович,Богатство приходит
12153112703,2008-12-13,Копчинский Степан Юриевич,Признание своей уникальности
10761086713,2010-05-12,Атазарова Ирина Евгеньевна,Освобождение из плена
11512124572,2010-12-15,Пименкова Елена Максимовна,Изменение характера
11148382974,2008-06-18,Айдина Елизавета Валерьевна,Покорение тайного мира
13102663266,2007-08-12,Янкулин Ярослав Яковлевич,Обретение душевного спокойствия
9159063636,2009-07-21,Турнев Иван Павлович,Покорение невозможного
11252024540,2015-12-12,Курбашов Федор Викторович,Победа над сомнениями
12457887095,2004-10-16,Аничин Валентин Вадимович,Рождение ребенка
12426999103,2016-08-28,Кардаев Денис Яковлевич,Новая работа
13433484665,2023-06-28,Беденгов Николай Сергеевич,Разрешение загадки
12449841446,2016-07-12,Казневская София Аркадьевна,Победа в соревновании
13128646433,2006-12-13,Вощаникин Борис Виталиевич,Обретение вечной молодости
12338768260,2012-06-25,Межинский Григорий Юрьевич,Покорение магического зверя
10254777864,2011-07-11,Теумин Борис Михаилович,Раскрытие заговора
13087015431,2000-12-27,Шутенков Артур Евгеньевич,Избавление от проклятия
12090156177,2009-07-09,Бердинова Зинаида Андреевна,Удачное путешествие
11387054647,2005-08-27,Севолкин Эдуард Максимович,Покорение невозможного
7620220639,2014-07-21,Полетов Роман Фёдорович,Возвращение молодости
10363222514,2005-07-18,Агапкин Роман Виталиевич,Обретение баланса сил
10982255948,2017-08-23,Шекимов Максим Романович,Исцеление разбитого сердца
9430256366,2000-12-08,Ялаков Олег Максимович,Помощь от незнакомца
10479641790,2014-11-09,Куряев Борис Данилович,Любовь наступает
11079194474,2000-12-24,Алесинская Тамара Сергеевна,Новый старт
8045405628,2006-07-16,Торчилдина Тамара Олеговна,Возвращение утраченных воспоминаний
9084731392,2011-06-27,Гогощапова Анастасия Борисовна,Разрешение загадки
12901137462,2001-09-16,Воеводкин Дмитрий Иванович,Удачное путешествие
10003428914,2016-08-12,Разинская Маргарита Егоровна,Покупка мечты
8593381299,2022-07-17,Емин Илья Антонович,Приобретение магической силы
7698454830,2014-07-28,Сафицина Тамара Федоровна,Обретение внутреннего покоя
9948195616,2010-05-22,Саямов Виталий Вадимович,Изменение внешности
11135890773,2013-09-12,Ивлюшова Вероника Олеговна,Новые возможности
12257649150,2005-09-25,Слезинская Александра Олеговна,Воссоединение с любимым
12895364116,2006-05-28,Левуткин Алексей Иванович,Покорение неприступной крепости
6780620813,2003-10-12,Бутакова Алла Федоровна,Новая жизнь
12319944985,2019-06-09,Стрибкова Александра Андреевна,Обретение мира
11983840514,2022-05-09,Вараев Георгий Сергеевич,Спасение от опасности
8713878271,2019-05-15,Фортов Юрий Аркадиевич,Здоровье улучшается
8583364752,2008-06-18,Бочина Тамара Николаевна,Обретение душевного спокойствия
10771661893,2006-12-14,Пананов Герасим Денисович,Покорение запретных земель
9500126038,2021-06-28,Тибукова Елена Петровна,Возвращение домой
10873793247,2000-07-20,Люзин Алексей Леонидович,Исцеление разбитого сердца
10376073546,2005-09-24,Финоева Зинаида Ивановна,Покорение тайного мира
10464518427,2010-06-09,Хуслиншина Клара Михайловна,Изменение судьбы нации
12922208201,2021-11-24,Биюшкин Николай Аркадиевич,Долгожданная встреча
11590282897,2000-09-10,Афонишева Александра Богдановна,Любовь наступает
11533702171,2016-08-08,Церлевская Тамара Валерьевна,Удачное путешествие
9794003808,2004-05-22,Ахтанин Павел Иванович,Обретение мира
10695718095,2000-05-27,Чегеров Виталий Павлович,Разрешение загадки
12965655806,2001-07-28,Чичерева Зинаида Кирилловна,Признание правды
11183058246,2016-08-25,Свеклина Людмила Андреевна,Победа над смертью
12609407471,2022-09-20,Алабердова Валентина Дмитриевна,Покорение невозможного
11517322261,2023-05-09,Загниткин Иван Борисович,Здоровье улучшается
10198458746,2007-07-28,Машилов Алексей Юрьевич,Победа над злом
12792727515,2012-06-12,Казызаев Леонид Георгиевич,Победа над силами природы
12388907548,2004-11-24,Хованов Георгий Валериевич,Обретение внутреннего покоя
12888989284,2000-11-16,Мухометова Ксения Кирилловна,Новое начало
12471807513,2016-10-28,Пестинов Геннадий Иванович,Покорение неприступной крепости
12480497056,2021-06-17,Шеботин Степан Валериевич,Раскрытие заговора
10503188744,2021-08-07,Шемкасова Анастасия Петровна,Покорение невозможного
13836470825,2017-10-23,Кахаков Геннадий Алексеевич,error
11480507487,2021-11-17,Криволанов Валерий Павлович,Избавление от проклятия
9836095713,2002-11-24,Петрящева Алиса Ивановна,Изменение будущего мира
12346651855,2003-09-28,Геркин Константин Фёдорович,Раскрытие заговора
8203206386,2016-12-11,Стродымова Людмила Михайловна,Приобретение дружбы
11459528741,2012-05-18,Савукин Семён Максимович,Возрождение таланта
10276639589,2008-06-11,Грюканов Игорь Леонидович,Покорение страсти
9534617585,2006-11-23,Дамсонова Александра Эдуардовна,Победа над собой
11607222170,2006-11-28,Куцаков Алексей Иванович,Достижение цели
8799638229,2016-05-24,Алюлина Ева Дмитриевна,Воссоединение семьи
9256026080,2016-11-16,Марзаганов Тарас Леонидович,Покорение неприступной крепости
9021644257,2002-05-21,Садуллина Елена Богдановна,Восстановление мира и гармонии
13877804027,2004-05-07,Кадухин Евгений Викторович,Семейное счастье
11422530772,2006-12-16,Трацевская Карина Ивановна,Разрешение загадки
10026520300,2011-05-23,Почтина Маргарита Николаевна,Победа над проклятием семьи
10836550854,2020-05-08,Траксин Виталий Иванович,Предсказание будущего
10193694635,2014-12-13,Сорнев Михаил Юриевич,Покорение невозможного
10727146250,2008-05-11,Косапова Ксения Игоревна,Здоровье улучшается
7771899392,2005-10-10,Аюкина Жанна Богдановна,Обретение счастья
13729746065,2003-12-12,Сталевский Виталий Василиевич,Обретение баланса сил
12795184502,2015-05-26,Сочилкин Борис Алексеевич,Победа над силами природы
12285276026,2019-10-24,Осинин Герасим Сергеевич,Долгожданная встреча
9943056718,2000-12-21,Солотин Геннадий Юрьевич,Изменение хода истории
9334219470,2022-10-27,Фиаткина Жанна Ивановна,Восстановление порядка в мире
12580962307,2001-05-11,Гарькавцев Альберт Леонидович,Победа над силами природы
13461051596,2003-10-18,Ретьев Евгений Андреевич,Покупка мечты
13536215993,2016-08-18,Даминский Григорий Виталиевич,Семейное счастье
10481893991,2020-05-28,Чупров Борис Яковлевич,Рождение ребенка
7502259775,2023-09-18,Ротанина Людмила Романовна,Приобретение секрета
10077247900,2015-06-08,Носатов Виталий Максимович,Победа над тьмой внутри
9428229649,2004-10-25,Пожильцева Инна Петровна,Приключение начинается
13402151221,2009-06-10,Селынин Александр Сергеевич,Открытие новой магии
12411624342,2018-05-22,Курзеев Станислав Юриевич,Изменение судьбы нации
9872699184,2008-11-12,Спасина Анна Евгеньевна,Победа над тьмой внутри
11498630397,2016-10-11,Хамбеков Никита Олегович,Долгожданная встреча
12451830232,2011-08-27,Жмирнова Александра Яковлевна,Любовь наступает
11916910153,2002-12-27,Напшева Виктория Михайловна,Обретение счастья
9149994827,2008-11-16,Бацалев Руслан Данилович,Победа над судьбой
8232189452,2011-05-07,Загороднов Юрий Романович,Покорение тайного мира
8381316708,2006-05-17,Хамхоева Раиса Федоровна,Помощь от незнакомца
11197373337,2005-08-09,Черписов Руслан Леонидович,Воссоединение с потерянным
8104160392,2015-10-12,Батулина Юлия Богдановна,Изменение будущего мира
12500236276,2016-07-16,Должиков Михаил Георгиевич,Покорение неприступной крепости
7933347055,2008-10-13,Наролин Олег Романович,Открытие новой реальности
9757952985,2022-12-11,Никулова Надежда Егоровна,Избавление от проклятия
11785493038,2005-11-12,Серьезнов Владислав Павлович,Покорение невозможного
9486046816,2015-08-20,Муравкина Марина Петровна,Победа над злом
8490344619,2016-08-11,Аборонов Георгий Адамович,Помощь от незнакомца
10226075890,2011-06-21,Ляпорова Валерия Вадимовна,Приобретение секрета
13380956629,2002-07-25,Хлебянкина Наталья Николаевна,Раскрытие заговора
9000784086,2006-05-18,Биржева Вера Олеговна,Приобретение дружбы
10840764821,2001-11-25,Кабелев Артур Денисович,Приобретение знания о прошлом
9492616282,2023-09-10,Нипольская Жанна Борисовна,Достижение цели
10004663507,2006-12-18,Суйков Герасим Юриевич,Обретение внутреннего покоя
11468597031,2021-07-27,Нюхарев Денис Максимович,Изменение судьбы нации
10145260933,2002-05-27,Закуев Юрий Денисович,Изменение будущего мира
12450721663,2018-10-13,Дробницкий Степан Михаилович,Обретение мудрости
10877249658,2015-11-08,Гладнов Вячеслав Романович,Признание любви
9855640752,2004-05-28,Адасинский Аркадий Адамович,Победа над силами природы
11604087227,2018-07-27,Гричихин Тарас Аркадиевич,Удачное путешествие
7586047919,2008-07-22,Разсудова Раиса Федоровна,Победа над смертью
10453551454,2000-10-17,Парадизов Роман Георгиевич,Здоровье улучшается
10905476563,2014-10-28,Снетов Семён Денисович,Победа над тьмой внутри
10999597474,2017-10-25,Дубанов Константин Юрьевич,Рождение ребенка
8340707406,2005-08-18,Аврамков Пётр Фёдорович,Победа над судьбой
12064047802,2022-08-11,Анетдинова Ксения Петровна,Победа над тьмой внутри
10436910242,2016-10-14,Стукнина Яна Николаевна,Признание правды
9743259187,2009-12-13,Джагаров Федор Денисович,Обретение мира
8701520793,2010-07-16,Капорулин Артём Олегович,Победа над силами природы
10556445973,2006-10-24,Саустина Вероника Борисовна,Любовь наступает
8067537719,2012-08-08,Турахина Яна Богдановна,Здоровье улучшается
10118841427,2015-06-27,Надточих Максим Петрович,Предсказание будущего
14287710581,2003-08-16,Шимарский Владимир Валериевич,Покупка мечты
10073261460,2001-07-17,Стрежнева Тамара Василевна,Победа над злом
9196358248,2009-08-20,Гагачева Ева Максимовна,Приобретение силы
10892762664,2007-06-10,Кашеева Ольга Алексеевна,Обретение баланса сил
13849428903,2017-12-28,Метлицкий Кирилл Николаевич,Разрешение конфликта
10285019428,2022-09-22,Бушакова Наталья Андреевна,Новое начало
12434405655,2021-10-24,Рюмышева Кристина Николаевна,Восстановление памяти
7896638919,2001-07-28,Сипаторов Олег Павлович,Обретение мира
11802982929,2012-09-12,Свичинский Артур Данилович,Новое начало
12325605924,2017-06-14,Устюшкин Константин Романович,Успех в бизнесе
11616022719,2000-06-07,Пивунова Вероника Федоровна,Разрешение конфликта
14054259977,2016-05-07,Кутяева Вероника Никитична,Рождение ребенка
9297454290,2020-10-23,Кирясова Раиса Вадимовна,Новое начало
7502752202,2000-09-14,Видулова Алла Михайловна,Изменение судьбы нации
10848658297,2014-10-14,Горекина Мария Василевна,Изменение будущего мира
11487339515,2012-09-26,Шамплетова Зинаида Валерьевна,Обретение внутреннего покоя
8510883227,2007-06-20,Шаракина Галина Романовна,Возвращение потерянного
14559840648,2020-09-23,Вербников Андрей Алексиевич,Избавление от проклятия
10938739745,2018-09-22,Кушунина Виолетта Егоровна,Воссоединение семьи
11693538319,2005-08-21,Стельников Вадим Юриевич,Приключение начинается
15777610236,2012-08-14,Княткина Ксения Евгеньевна,Покорение запретных земель
9873995697,2021-08-24,Булеев Иван Антонович,Возвращение потерянного
15158347484,2010-07-10,Пешковский Виталий Валериевич,Приключение начинается
13094092319,2014-05-23,Старастина Клавдия Евгеньевна,Помощь от незнакомца
13631348111,2001-07-14,Петрухин Геннадий Кириллович,Приобретение сверхъестественных способностей
8036278198,2017-08-09,Гусарева Алина Эдуардовна,Воссоединение с потерянным
10507412089,2003-09-21,Смирягин Степан Юрьевич,Покорение запретных земель
12822414076,2005-06-09,Пиканин Альберт Алексеевич,Победа над тьмой внутри
10799106160,2019-08-07,Комбарева Алиса Алексеевна,Признание своей уникальности
12796790070,2017-07-08,Осинягов Аркадий Алексиевич,Победа над проклятием семьи
12164032084,2016-07-12,Уляшкина Людмила Алексеевна,Возвращение потерянного
14005894645,2019-12-18,Кочебина Екатерина Кирилловна,Рождение ребенка
12205237574,2019-05-12,Чуряков Аркадий Аркадиевич,Новые возможности
11508081531,2005-12-19,Кредисов Герасим Петрович,Успех в учебе
12069240445,2011-11-21,Годжев Виталий Георгиевич,Разрешение загадки
10426672338,2018-08-11,Полчанова Зинаида Викторовна,Избавление от проклятия
12862928813,2010-10-22,Линяев Ярослав Сергеевич,Обретение баланса сил
10105167927,2007-12-28,Обрезкова Любовь Максимовна,Покорение невидимого врага
9948112031,2022-11-24,Транкин Артур Михаилович,Семейное счастье
7766409182,2009-09-21,Батягина Ольга Федоровна,Открытие нового мира
8880423738,2003-12-18,Пудин Вадим Борисович,Восстановление памяти
11775501574,2007-07-25,Бруновская Светлана Вадимовна,Покорение магического зверя
10608266854,2019-09-08,Лошин Денис Михаилович,Спасение от опасности
11046509923,2010-12-15,Панцирева Анна Никитична,Победа над проклятием семьи
9980527884,2012-10-25,Мишунина Любовь Ивановна,Приобретение сверхъестественных способностей
12269127371,2023-06-16,Зигангиров Пётр Алексиевич,Воссоединение с потерянным
10978049594,2000-12-27,Маркузин Алексей Романович,Изменение характера
11016246748,2003-08-13,Болышаков Альберт Михаилович,error
11933048009,2011-06-07,Корнизова Кристина Ивановна,Победа над врагом
11512113411,2021-06-27,Усыпин Яков Алексеевич,Обретение мудрости
9270384176,2010-12-25,Зубрилин Роман Фёдорович,Возвращение утраченных воспоминаний
11512800196,2015-10-13,Шалкинская Надежда Егоровна,Победа над смертью
9096861598,2020-08-25,Лисафьев Артур Данилович,Победа над сомнениями
14468925558,2008-11-28,Сплетукова Евгения Дмитриевна,Воссоединение с потерянным
13705912075,2018-12-14,Стуковкин Вячеслав Петрович,Спасение от опасности
10772250141,2019-08-25,Лапшев Илья Тимофеевич,Возвращение молодости
9453648907,2021-05-20,Моралин Альберт Игоревич,Разрешение загадки
9167734858,2007-08-14,Эльдаров Виктор Романович,Воссоединение с потерянным
10993031787,2017-07-20,Амуркова Екатерина Федоровна,Восстановление дружбы
9657182217,2012-10-25,Карюкова Карина Ивановна,Победа над собой
10799705630,2002-05-14,Черский Виталий Романович,Избавление от проклятия
9963295751,2010-06-19,Хондогина Алёна Николаевна,Успех в бизнесе
8789679319,2022-12-12,Аболымов Артур Викторович,Открытие тайны
10675001212,2011-09-09,Каменев Степан Фёдорович,Новое начало
12154151239,2019-06-10,Шахиева Любовь Евгеньевна,Возвращение утраченных воспоминаний
9444406984,2012-11-16,Афиноинова Раиса Игоревна,Приобретение секрета
11795627538,2011-08-27,Хавкунов Роман Василиевич,Победа над смертью
12642372800,2023-07-18,Масеткин Герасим Викторович,Успех в искусстве
14077152492,2021-08-20,Хрипушкина Елизавета Максимовна,Приобретение сверхъестественных способностей
10677289092,2014-09-19,Атакулиева София Максимовна,Победа над врагом
13811065006,2009-05-08,Череменин Руслан Николаевич,Признание своей уникальности
12442768120,2013-10-16,Летовина Евгения Борисовна,Покорение невозможного
12868796049,2023-06-14,Ривлина Валентина Николаевна,Новая жизнь
12418231348,2014-11-19,Потанкин Владимир Денисович,Избавление от проклятия
14017748149,2021-08-26,Икрянников Борис Леонидович,Открытие новой магии
13633539159,2014-06-21,Сыровешкин Владислав Юриевич,Победа над сомнениями
8348221213,2017-06-10,Магомаева Алёна Аркадьевна,Новый дом
10798357236,2016-12-22,Шаволина Надежда Викторовна,Изменение хода истории
13070007954,2016-08-19,Башкайкина Ксения Ивановна,Воссоединение семьи
11839603269,2012-11-25,Камлевская Алиса Сергеевна,Покорение страсти
9191876517,2014-11-19,Лодякова Наталия Петровна,Покорение магического зверя
11836380792,2018-10-21,Ульчицкая Жанна Никитична,Открытие новой магии
6897116932,2002-08-15,Умарова Наталья Романовна,Покорение неприступной крепости
11339455941,2006-07-26,Пистракова Вероника Егоровна,Обретение баланса сил
10342657759,2019-10-15,Косячкова Полина Ивановна,Покорение тайного мира
10905164632,2019-07-17,Бутаева Любовь Евгеньевна,Восстановление дружбы
11094710397,2007-06-15,Сергушова Катерина Эдуардовна,Спасение от опасности
8721418769,2013-10-14,Белькова Лариса Борисовна,Признание любви
11681895938,2005-11-11,Ловнева Кристина Максимовна,Успех в бизнесе
11911970607,2020-10-26,Фоничкин Валерий Фёдорович,Покорение запретных земель
10221501089,2010-07-09,Козурова Кристина Петровна,Покорение тайного мира
10946041263,2000-09-13,Культепина Юлия Андреевна,Новая жизнь
12423335871,2012-08-12,Поплавков Василий Георгиевич,Разрешение загадки
10325480211,2009-05-23,Колдышов Геннадий Адамович,Новое начало
9689289643,2005-11-25,Айдашева Дарья Валерьевна,Победа над несправедливостью
9932959757,2002-10-17,Ситушкина Юлия Егоровна,Признание героем
10498736868,2004-09-28,Щемелина Лиза Кирилловна,Долгожданная встреча
13496361740,2003-08-14,Шипкарев Алексей Леонидович,Изменение судьбы
9829986104,2012-08-16,Калтагова Полина Яковлевна,Покорение неприступной крепости
11520462878,2001-12-08,Пацуков Яков Виталиевич,Исцеление сердца
12992849974,2000-11-19,Мурсякаева Ирина Алексеевна,Приобретение знания о прошлом
12653775636,2005-12-28,Хмелевская Яна Дмитриевна,Признание правды
9830947683,2011-07-22,Курекова Ольга Викторовна,Признание героем
11325061712,2023-11-22,Месягутов Валерий Олегович,Возвращение молодости
6707603506,2006-06-16,Паниотова Алла Богдановна,Рождение ребенка
13349713029,2018-06-12,Ветошников Яков Иванович,Признание своей уникальности
8581955445,2001-11-27,Горовых Эдуард Юриевич,Приобретение магической силы
10250347573,2015-10-10,Лобашкина Любовь Леонидовна,Открытие новой реальности
8733133280,2017-07-11,Зиадинова Анна Федоровна,Возвращение домой
10992811311,2020-10-16,Старицын Василий Максимович,Воссоединение с потерянным
11052391434,2014-06-25,Ципкова Лиза Евгеньевна,Покорение страсти
9879599843,2022-07-26,Тукачева Дарья Аркадьевна,Победа над судьбой
12844242567,2014-09-10,Джиянтаева Валентина Федоровна,Возвращение молодости
11365832146,2021-05-22,Игнатычева Оксана Кирилловна,Семейное счастье
9228468158,2007-05-18,Кудьмин Анатолий Павлович,Семейное счастье
10725310642,2017-07-12,Азарухин Роман Георгиевич,Признание своих способностей
8078901093,2016-06-11,Баровкова Анна Егоровна,Признание своей уникальности
12514811490,2011-12-09,Палиевская Кристина Борисовна,Здоровье улучшается
6755098000,2019-05-18,Туйбова Ольга Ивановна,Здоровье улучшается
13411980393,2000-12-14,Полынков Валентин Яковлевич,Удачное путешествие
12356319310,2005-11-28,Ганцев Георгий Виталиевич,Приобретение дружбы
13706099149,2020-11-19,Алимовская Светлана Евгеньевна,Богатство приходит
10721438339,2006-10-11,Лагдышев Георгий Петрович,Возвращение молодости
8469564762,2015-08-11,Черчина Клара Романовна,Изменение судьбы
14410918165,2004-10-19,Бертняев Владимир Аркадиевич,Исцеление сердца
12150677510,2011-09-07,Выскачков Артём Василиевич,Приобретение сверхъестественных способностей
9816108725,2010-09-11,Галкова Дарья Алексеевна,Обретение вечной молодости
13457435111,2019-10-14,Фуфина Виктория Евгеньевна,Покорение запретных земель
11037241781,2005-06-25,Пернов Александр Юриевич,Помощь от незнакомца
11037807609,2007-09-17,Косираева Алиса Алексеевна,Обретение душевного спокойствия
11572852869,2001-09-07,Нестюркина Софья Николаевна,Признание любви
11391219283,2020-11-26,Зибницкая Вера Вадимовна,Признание своей уникальности
12652906738,2016-06-24,Вергильева Алена Никитична,Успех в учебе
14706856620,2021-09-11,Княжеский Валерий Андреевич,Предсказание будущего
9560372840,2023-07-28,Бабахова София Викторовна,Покорение невидимого врага
8562116414,2003-11-15,Залютаев Федор Олегович,Открытие новой реальности
10923981058,2004-05-27,Дороганов Семён Аркадиевич,Предсказание будущего
11292069157,2005-11-16,Загорова Клавдия Дмитриевна,Успех в учебе
11741284566,2023-11-20,Спудицкий Степан Михаилович,Освобождение из плена
9719160809,2005-10-24,Сизинева Клара Борисовна,Покорение магического зверя
9142658355,2007-06-21,Рослых Алена Алексеевна,Приобретение сверхъестественных способностей
9176401534,2003-07-18,Дикисова Марина Олеговна,Воссоединение с прошлым
12529027213,2013-06-28,Пахалуев Георгий Алексиевич,Исцеление сердца
11952816802,2009-12-15,Могжанов Василий Василиевич,Покорение невозможного
9062515804,2012-12-26,Шпигунова Алена Петровна,Освобождение из плена
9555312634,2010-11-23,Алырина Мария Дмитриевна,Восстановление порядка в мире
8632783645,2022-10-09,Галицина Марина Егоровна,Изменение хода истории
10925878485,2003-11-10,Акинкина Раиса Кирилловна,Путешествие во времени
10068449924,2006-07-28,Заводская Кира Максимовна,Избавление от проклятия
11241067007,2006-07-11,Рогинский Виктор Романович,Изменение характера
8699426915,2021-09-09,Дулатова Надежда Игоревна,Победа над судьбой
12140702423,2022-05-16,Ветошкин Ярослав Юриевич,Покорение невидимого врага
10788239829,2020-10-19,Колбасов Максим Леонидович,Помощь от духов
10874271755,2010-07-17,Угайкина Оксана Алексеевна,Покорение магического зверя
11069721083,2000-07-13,Антиничева Ева Вадимовна,Новый дом
14889943794,2009-09-21,Месковский Василий Алексиевич,Обретение счастья
13908389758,2012-09-09,Авдоничев Григорий Кириллович,Покорение запретных земель
10414606406,2010-06-17,Конюшков Степан Юрьевич,Восстановление памяти
10159949313,2013-09-09,Гандабулов Юрий Викторович,Покупка мечты
12226567011,2006-12-20,Витякова Зинаида Викторовна,Изменение судьбы
12108453433,2008-11-20,Филяев Семён Аркадиевич,Возвращение молодости
15517622107,2019-10-22,Кижикин Геннадий Валериевич,Покорение невидимого врага
11122804410,2012-06-12,Патрашкова Раиса Евгеньевна,Победа над тьмой
6307835506,2001-06-24,Толов Борис Адамович,Новые возможности
10903045551,2011-08-22,Залавкова Елизавета Петровна,Изменение внешности
16100544622,2022-10-19,Рукозенков Валентин Алексиевич,Победа над врагом
10900792311,2000-09-14,Пемов Альберт Валериевич,Успех в учебе
12518350228,2012-10-15,Батрамеев Григорий Леонидович,Воссоединение с любимым
12297669033,2004-08-19,Лемзякова Ксения Эдуардовна,Обретение мира
10785197284,2004-05-10,Тадорская Зинаида Викторовна,Покорение невидимого врага
9949274214,2020-07-14,Тяжких Дмитрий Адамович,Приобретение дружбы
13526180279,2012-12-20,Русьянов Вячеслав Денисович,Покорение запретных земель
11916110803,2002-09-08,Вилякин Виталий Олегович,Избавление от проклятия
12540878102,2016-10-27,Ковганкин Вадим Максимович,Приобретение сверхъестественных способностей
11295940674,2017-08-23,Лушаков Константин Павлович,Победа над злом
10064966539,2023-09-28,Кекухова Людмила Федоровна,Изменение характера
9829357957,2000-07-21,Базылева Клара Сергеевна,Возвращение утраченных воспоминаний
10476234980,2001-08-16,Керасова Лариса Никитична,Победа над собой
10994481977,2006-05-25,Спутнова Александра Викторовна,Любовь наступает
8803978710,2019-05-11,Шмайлова Яна Валерьевна,Приобретение знания о прошлом
11707044068,2018-06-28,Казявкин Альберт Фёдорович,Новая жизнь
9717780798,2018-05-24,Замилова Катерина Егоровна,Обретение баланса сил
12948904666,2000-07-24,Мунзяфяров Владислав Юриевич,Долгожданная встреча
10920095269,2014-11-25,Плявина Инна Яковлевна,Воссоединение с любимым
11591168223,2012-06-25,Котлуков Антон Алексеевич,Возвращение потерянного
9500237990,2013-07-18,Тарикова Клара Валерьевна,Победа над тьмой
9829372808,2008-12-25,Окритова Алина Николаевна,Победа над проклятием семьи
12892183951,2012-11-24,Булышев Василий Яковлевич,Возвращение потерянного
10674968406,2022-08-26,Кутураева Лариса Дмитриевна,Покорение невозможного
12010397843,2000-07-25,Бредов Герасим Виталиевич,Обретение внутреннего покоя
8737977967,2005-08-26,Махин Федор Данилович,Приобретение силы
12804316454,2022-09-28,Мячев Геннадий Леонидович,Любовь наступает
8846142654,2014-05-14,Шлойкина Ева Борисовна,Новое начало
10960065484,2022-06-09,Забористов Роман Сергеевич,Возвращение потерянного
11082609563,2023-09-11,Пряхов Максим Андреевич,Признание героем
7211080410,2014-08-08,Аладов Борис Фёдорович,error
10055032382,2004-06-15,Шулянская Алена Эдуардовна,Обретение внутреннего покоя
